frame	prob	informative
0	0.013899251818656921	False
1	0.013032925315201283	False
2	0.02825130894780159	False
3	0.3833332657814026	False
4	0.3382498323917389	False
5	0.5136297345161438	True
6	0.8179804086685181	True
7	0.9472505450248718	True
8	0.9293575286865234	True
9	0.9929256439208984	True
10	0.9833669066429138	True
11	0.9875782132148743	True
12	0.9823960661888123	True
13	0.9846107363700867	True
14	0.9800968170166016	True
15	0.9818935394287109	True
16	0.9786279797554016	True
17	0.9278349876403809	True
18	0.9895583987236023	True
19	0.9945217370986938	True
20	0.9854198694229126	True
21	0.9873262643814087	True
22	0.976837158203125	True
23	0.9642431139945984	True
24	0.8626149296760559	True
25	0.954240620136261	True
26	0.8052992820739746	True
27	0.8282767534255981	True
28	0.6682273149490356	True
29	0.7760445475578308	True
30	0.6296183466911316	True
31	0.8273966908454895	True
32	0.5674874186515808	True
33	0.7801699638366699	True
34	0.729728102684021	True
35	0.6741304993629456	True
36	0.6552367806434631	True
37	0.8503441214561462	True
38	0.9282209277153015	True
39	0.8414075970649719	True
40	0.7331622838973999	True
41	0.9222345352172852	True
42	0.7093178033828735	True
43	0.7259029150009155	True
44	0.7139767408370972	True
45	0.5750846862792969	True
46	0.7991280555725098	True
47	0.8194311261177063	True
48	0.21540389955043793	False
49	0.39196455478668213	False
50	0.7874507904052734	True
51	0.9593726992607117	True
52	0.9707984328269958	True
53	0.9858835339546204	True
54	0.9660007357597351	True
55	0.9589948058128357	True
56	0.9422406554222107	True
57	0.9705862402915955	True
58	0.9563360214233398	True
59	0.9728750586509705	True
60	0.967044472694397	True
61	0.8912624716758728	True
62	0.5723309516906738	True
63	0.9364193081855774	True
64	0.9337377548217773	True
65	0.8468303084373474	True
66	0.9106564521789551	True
67	0.9398828744888306	True
68	0.9259857535362244	True
69	0.9757319688796997	True
70	0.9449966549873352	True
71	0.8265587091445923	True
72	0.8021755218505859	True
73	0.4018111228942871	False
74	0.5406967401504517	True
75	0.66155606508255	True
76	0.8782002329826355	True
77	0.7357620596885681	True
78	0.9058001637458801	True
79	0.9196445345878601	True
80	0.9806241989135742	True
81	0.9637951254844666	True
82	0.9187434315681458	True
83	0.9895219206809998	True
84	0.9938105940818787	True
85	0.9721003770828247	True
86	0.9861230254173279	True
87	0.9964542388916016	True
88	0.9514795541763306	True
89	0.9913915991783142	True
90	0.9832831621170044	True
91	0.9469852447509766	True
92	0.9801149368286133	True
93	0.9250014424324036	True
94	0.9234610795974731	True
95	0.9106857180595398	True
96	0.8660662770271301	True
97	0.5655258297920227	True
98	0.45979195833206177	False
99	0.3251837193965912	False
100	0.019560694694519043	False
101	0.2506645619869232	False
102	0.6699408292770386	True
103	0.713578462600708	True
104	0.7492403984069824	True
105	0.9298071265220642	True
106	0.9431695938110352	True
107	0.5402648448944092	True
108	0.04026699438691139	False
109	0.023071561008691788	False
110	0.2900524139404297	False
111	0.14520347118377686	False
112	0.0419251024723053	False
113	0.014153731055557728	False
114	0.008328025229275227	False
115	0.019523069262504578	False
116	0.005905219819396734	False
117	0.004267366137355566	False
118	0.004077631048858166	False
119	0.004460134543478489	False
120	0.007014344912022352	False
121	0.0049041882157325745	False
122	0.004238354507833719	False
123	0.0029501800891011953	False
124	0.003407618496567011	False
125	0.003977642394602299	False
126	0.0032784913200885057	False
127	0.005330279469490051	False
128	0.005598096176981926	False
129	0.013624856248497963	False
130	0.01182434894144535	False
131	0.008251351304352283	False
132	0.006502223666757345	False
133	0.006383425090461969	False
134	0.0062559195794165134	False
135	0.009223091416060925	False
136	0.0034069125540554523	False
137	0.007184890098869801	False
138	0.01056363619863987	False
139	0.009113063104450703	False
140	0.004445509985089302	False
141	0.004769730847328901	False
142	0.004714698996394873	False
143	0.005492710042744875	False
144	0.005249852780252695	False
145	0.0024441906716674566	False
146	0.0034808912314474583	False
147	0.0029182236175984144	False
148	0.002474453067407012	False
149	0.0037846944760531187	False
150	0.004024123772978783	False
151	0.0026198928244411945	False
152	0.002986589912325144	False
153	0.004759013187140226	False
154	0.004426101688295603	False
155	0.0030470136553049088	False
156	0.003855933202430606	False
157	0.006144329439848661	False
158	0.008677504025399685	False
159	0.00803696271032095	False
160	0.004939778242260218	False
161	0.0027349418960511684	False
162	0.006235653534531593	False
163	0.005319896619766951	False
164	0.0043276576325297356	False
165	0.0031766914762556553	False
166	0.004202425014227629	False
167	0.014791399240493774	False
168	0.010475777089595795	False
169	0.02022056095302105	False
170	0.013368255458772182	False
171	0.050683118402957916	False
172	0.037914253771305084	False
173	0.1414172351360321	False
174	0.030812401324510574	False
175	0.01604083925485611	False
176	0.006388012319803238	False
177	0.017187511548399925	False
178	0.04162672162055969	False
179	0.06368888914585114	False
180	0.009417499415576458	False
181	0.13870751857757568	False
182	0.05340101942420006	False
183	0.02912813238799572	False
184	0.1363038271665573	False
185	0.4768446385860443	False
186	0.23697781562805176	False
187	0.19852986931800842	False
188	0.10980639606714249	False
189	0.058143194764852524	False
190	0.07172305881977081	False
191	0.06012074276804924	False
192	0.03589408099651337	False
193	0.0630442425608635	False
194	0.08905443549156189	False
195	0.05352628231048584	False
196	0.04714053496718407	False
197	0.06662992388010025	False
198	0.053918611258268356	False
199	0.04860350489616394	False
200	0.6323230862617493	True
201	0.9047145247459412	True
202	0.9083871841430664	True
203	0.974885106086731	True
204	0.9942275881767273	True
205	0.9787141680717468	True
206	0.9940934181213379	True
207	0.9814454913139343	True
208	0.9143449068069458	True
209	0.919508159160614	True
210	0.9531887173652649	True
211	0.9171356558799744	True
212	0.9850595593452454	True
213	0.9926309585571289	True
214	0.9811006784439087	True
215	0.951913058757782	True
216	0.9888464212417603	True
217	0.9741018414497375	True
218	0.9870315790176392	True
219	0.9878227114677429	True
220	0.9623008966445923	True
221	0.9743511080741882	True
222	0.9641994833946228	True
223	0.9796042442321777	True
224	0.9818353652954102	True
225	0.9840046167373657	True
226	0.9880256652832031	True
227	0.9691789746284485	True
228	0.9800488352775574	True
229	0.9831032752990723	True
230	0.8293466567993164	True
231	0.11692563444375992	False
232	0.11062450706958771	False
233	0.6212074160575867	True
234	0.9248191714286804	True
235	0.9736843109130859	True
236	0.029816051945090294	False
237	0.021310633048415184	False
238	0.044955287128686905	False
239	0.01638922654092312	False
240	0.01849212311208248	False
241	0.3361733853816986	False
242	0.6429080963134766	True
243	0.9802120327949524	True
244	0.9866998791694641	True
245	0.979945957660675	True
246	0.04571167752146721	False
247	0.04107536002993584	False
248	0.8288671374320984	True
249	0.8770477175712585	True
250	0.05950570106506348	False
251	0.01096584927290678	False
252	0.008580259047448635	False
253	0.012516060844063759	False
254	0.04131973534822464	False
255	0.9154796600341797	True
256	0.9438695311546326	True
257	0.7089330554008484	True
258	0.4248523712158203	False
259	0.9468373656272888	True
260	0.9871085286140442	True
261	0.9768153429031372	True
262	0.9676572680473328	True
263	0.978156566619873	True
264	0.9831761717796326	True
265	0.9619488716125488	True
266	0.9910668730735779	True
267	0.9627378582954407	True
268	0.9861709475517273	True
269	0.978327751159668	True
270	0.9701313972473145	True
271	0.9625536799430847	True
272	0.9707449078559875	True
273	0.9878332018852234	True
274	0.9861759543418884	True
275	0.9858932495117188	True
276	0.987646222114563	True
277	0.9559464454650879	True
278	0.8923326730728149	True
279	0.8547119498252869	True
280	0.9772812128067017	True
281	0.9918718338012695	True
282	0.9784391522407532	True
283	0.9051515460014343	True
284	0.9212137460708618	True
285	0.9266255497932434	True
286	0.8084217309951782	True
287	0.949140727519989	True
288	0.8975397348403931	True
289	0.9840164184570312	True
290	0.9924823641777039	True
291	0.9883926510810852	True
292	0.9679170846939087	True
293	0.9852070212364197	True
294	0.9870225787162781	True
295	0.9772777557373047	True
296	0.9926719665527344	True
297	0.9714425206184387	True
298	0.9651733636856079	True
299	0.9069655537605286	True
300	0.9790990948677063	True
301	0.9675156474113464	True
302	0.8218221664428711	True
303	0.018762974068522453	False
304	0.011476796120405197	False
305	0.018423844128847122	False
306	0.020101968199014664	False
307	0.0813681110739708	False
308	0.10053525120019913	False
309	0.7299777865409851	True
310	0.964862048625946	True
311	0.9845148324966431	True
312	0.9755843281745911	True
313	0.9741513133049011	True
314	0.9918974041938782	True
315	0.994253933429718	True
316	0.997067391872406	True
317	0.9973723292350769	True
318	0.987135112285614	True
319	0.9559730887413025	True
320	0.9562793970108032	True
321	0.8829620480537415	True
322	0.320479154586792	False
323	0.5325089693069458	True
324	0.8259180188179016	True
325	0.9698366522789001	True
326	0.9884124994277954	True
327	0.9906849265098572	True
328	0.9894888997077942	True
329	0.991172730922699	True
330	0.9769638180732727	True
331	0.9949254989624023	True
332	0.9884808659553528	True
333	0.7815558314323425	True
334	0.9518364071846008	True
335	0.7039540410041809	True
336	0.01591581292450428	False
337	0.02388237975537777	False
338	0.026703113690018654	False
339	0.035795558243989944	False
340	0.03128192573785782	False
341	0.022100191563367844	False
342	0.05365125089883804	False
343	0.00998256728053093	False
344	0.006036847829818726	False
345	0.008088347502052784	False
346	0.006454549729824066	False
347	0.003938724752515554	False
348	0.0020533374045044184	False
349	0.0018722889944911003	False
350	0.001661416725255549	False
351	0.0019138187635689974	False
352	0.0021798477973788977	False
353	0.004027160815894604	False
354	0.004800264723598957	False
355	0.0032418423797935247	False
356	0.0030351190362125635	False
357	0.002886564237996936	False
358	0.004055351484566927	False
359	0.004224320407956839	False
360	0.004011217504739761	False
361	0.0035967135336250067	False
362	0.0013779103755950928	False
363	0.004489870276302099	False
364	0.003984186798334122	False
365	0.003094977466389537	False
366	0.003738578874617815	False
367	0.005063737276941538	False
368	0.004925981163978577	False
369	0.004992101341485977	False
370	0.008762483485043049	False
371	0.004913487937301397	False
372	0.0032056786585599184	False
373	0.008016558364033699	False
374	0.00750848650932312	False
375	0.0060258833691477776	False
376	0.008183762431144714	False
377	0.00661494443193078	False
378	0.010508985258638859	False
379	0.007246990688145161	False
380	0.004850294440984726	False
381	0.004668706096708775	False
382	0.006575280334800482	False
383	0.008984757587313652	False
384	0.009303274564445019	False
385	0.00826245080679655	False
386	0.006195751018822193	False
387	0.02581026591360569	False
388	0.017677588388323784	False
389	0.007579727564007044	False
390	0.014712770469486713	False
391	0.0139539809897542	False
392	0.015361341647803783	False
393	0.06316962093114853	False
394	0.014685739763081074	False
395	0.2853984534740448	False
396	0.6439138650894165	True
397	0.19786493480205536	False
398	0.20948870480060577	False
399	0.010246604681015015	False
400	0.008515964262187481	False
401	0.010194791480898857	False
402	0.009935024194419384	False
403	0.008313791826367378	False
404	0.0057901362888514996	False
405	0.0030637092422693968	False
406	0.005719269160181284	False
407	0.003738394007086754	False
408	0.006419780198484659	False
409	0.0038165771402418613	False
410	0.003794936928898096	False
411	0.007955017499625683	False
412	0.006971974857151508	False
413	0.008333674632012844	False
414	0.010503534227609634	False
415	0.01976162940263748	False
416	0.010119392536580563	False
417	0.007656560745090246	False
418	0.008459949865937233	False
419	0.013802011497318745	False
420	0.00673421798273921	False
421	0.007659688126295805	False
422	0.004034470766782761	False
423	0.01346470694988966	False
424	0.007625174708664417	False
425	0.015049156732857227	False
426	0.009553459472954273	False
427	0.00926315225660801	False
428	0.04218173772096634	False
429	0.016124112531542778	False
430	0.007497320417314768	False
431	0.006736032664775848	False
432	0.004388937260955572	False
433	0.003577152034267783	False
434	0.004420781042426825	False
435	0.004942614119499922	False
436	0.005386972334235907	False
437	0.0066050454042851925	False
438	0.008301934227347374	False
439	0.017739856615662575	False
440	0.4603250026702881	False
441	0.15035252273082733	False
442	0.052602220326662064	False
